#1000.0	0.0
#3034410.0	0.0
3811850.0	0.001470557
3848240.0	0.001561113
4000000.0	0.002298361
4704370.0	0.01148487
5000000.0	0.0209189
5300410.0	0.02756368
5950000.0	0.05781708
6000000.0	0.06205528
6162180.0	0.06581402
6294950.0	0.07015579
6407630.0	0.07573082
6501500.0	0.08037519
6828550.0	0.0965565
7000000.0	0.1160308
8000000.0	0.1546983
9000000.0	0.1826435
1.0E7	0.2033692
1.1E7	0.2041479
1.2E7	0.1796197
1.3E7	0.1510778
1.4E7	0.1226536
1.5E7	0.07990944
1.6E7	0.0613995
1.7E7	0.05249248
1.8E7	0.04366387
1.9E7	0.0347755
2.0E7	0.02876021
2.2E7	0.02132848
2.4E7	0.01485019
2.6E7	0.01148927
2.8E7	0.008672806
3.0E7	0.00730037990809
3.5E7	0.004297550518120001
4.0E7	0.0031021904086800003
4.5E7	0.0020022597935999997
5.0E7	0.0012780903033
5.5E7	0.001007299962704
6.0E7	7.09736974248E-4
6.5E7	4.95852026489E-4
7.0E7	4.20918959176E-4
7.5E7	2.94404975066E-4
8.0E7	2.03461030346E-4
9.0E7	1.24366017492E-4
1.0E8	8.3398794936E-5
1.1E8	5.07688019067E-5
1.2E8	3.21458989656E-5
1.3E8	2.28064952337E-5
1.4E8	1.61043018573E-5
1.5E8	1.09043038474E-5
1.6E8	8.241009350299999E-6
1.8E8	4.2588196884200005E-6
2.0E8	2.56100048426E-6

