2362900.0	0.0
2500000.0	3.312E-4
3000000.0	0.0042345
3068730.0	0.00542511
3158320.0	0.009016082
3441500.0	0.02388736
3500000.0	0.02736357
4000000.0	0.0617537
4212940.0	0.07614559
4500000.0	0.0975997
4707870.0	0.1074929
4726030.0	0.1088934
4764890.0	0.1133457
5000000.0	0.1473185
5040320.0	0.1508689
5476170.0	0.2027419
5500000.0	0.20651
5957410.0	0.2492248
6000000.0	0.2547746
6067590.0	0.258449
6500000.0	0.2916009
6623290.0	0.2958397
6850900.0	0.3100799
7000000.0	0.3203737
7135410.0	0.3243519
7291580.0	0.3307035
7500000.0	0.3442427
7563990.0	0.3447434
7591830.0	0.345329
7641470.0	0.3468317
7773440.0	0.3525764
7840020.0	0.3569546
7911450.0	0.3618342
7958670.0	0.3659446
8000000.0	0.3700852
8065210.0	0.3717168
8140270.0	0.374824
8491370.0	0.394027
8500000.0	0.3947534
8537380.0	0.3954183
8617280.0	0.3980353
8800090.0	0.4055544
9000000.0	0.4256
9500000.0	0.4426
1.0E7	0.4657003
1.05E7	0.4774996
1.1E7	0.4871312
1.15E7	0.4941567
1.2E7	0.4756097
1.25E7	0.4379101
1.3E7	0.3749001
1.35E7	0.3321997
1.4E7	0.2903002
1.45E7	0.2515996
1.5E7	0.2074914
