9.9 	0.31 	0.12 	3 	2 
18.7 	15.74 	2.8 	3 	2 
25.3 	12.51 	2.4 	3 	2 
32.9 	7.07 	1.25 	3 	2 
41.8 	3.53 	0.71 	3 	2 
49.9 	1.73 	0.38 	3 	2 
57.2 	1.22 	0.22 	3 	2 
67.8 	0.66 	0.11 	3 	2 
70.8 	0.60 	0.12 	3 	2 
73.9 	0.52 	0.07 	3 	2 
76.9 	0.49 	0.09 	3 	2 
81.1 	0.38 	0.10 	3 	2 
