4.70        2.48        166.        17.         
5.82        2.20        234.        24.         
6.19        0.88        220.        21.         
6.50        1.98        267.        27.         
7.80        1.78        312.        0            
9.77        0.70        432.        43.         
11.7        0.56        619.        61.         
12.5        0.58        608.        60. 
